Perusahaan,Produk,Kalori,Kalori dari Lemak,Total Lemak,Lemak Jenuh (g),Lemak tak Jenuh (g),Kolestrol (mg),Sodium (mg),Karbohidrat (g),Serat (g),Gula (g),Protein (g),WW Poin
Pizza Topi,Detroit Supremo Pizza Slice,290.0,117.55555555555556,13.0,6.0,0.0,30.0,570.0,31.0,2.0,2.0,13.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180.0,117.55555555555556,6.0,2.0,0.0,15.0,370.0,25.0,1.0,8.0,8.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Backyard BBQ Chicken Medium,270.0,117.55555555555556,10.0,4.0,0.0,25.0,450.0,33.0,2.0,6.0,11.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Backyard BBQ Chicken Large,380.0,117.55555555555556,16.0,6.0,0.0,35.0,650.0,43.0,2.0,7.0,16.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240.0,117.55555555555556,10.0,4.5,0.0,15.0,470.0,29.0,2.0,1.0,10.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Beyond Meat® Pepperoni Large,350.0,117.55555555555556,16.0,6.0,0.0,25.0,680.0,38.0,3.0,2.0,14.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Buffalo Chicken Personal Pan,160.0,117.55555555555556,5.0,2.0,0.0,15.0,570.0,22.0,1.0,2.0,7.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Buffalo Chicken Medium,240.0,117.55555555555556,9.0,3.5,0.0,20.0,680.0,31.0,2.0,2.0,11.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Buffalo Chicken Large,350.0,117.55555555555556,14.0,5.0,0.0,30.0,850.0,40.0,2.0,2.0,15.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Cheese Personal Pan,150.0,117.55555555555556,6.0,2.5,0.0,15.0,310.0,17.0,1.0,2.0,7.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Cheese Medium,250.0,117.55555555555556,10.0,4.5,0.0,25.0,450.0,28.0,2.0,1.0,11.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Cheese Large,360.0,117.55555555555556,17.0,7.0,0.0,35.0,660.0,37.0,2.0,2.0,16.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180.0,117.55555555555556,8.0,3.0,0.0,20.0,350.0,17.0,1.0,2.0,9.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Chicken Bacon Parmesan Medium,270.0,117.55555555555556,13.0,4.5,0.0,30.0,470.0,27.0,2.0,1.0,12.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Chicken Bacon Parmesan Large,390.0,117.55555555555556,20.0,7.0,0.0,40.0,680.0,35.0,2.0,2.0,18.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Hawaiian Chicken Personal Pan,150.0,117.55555555555556,5.0,2.0,0.0,15.0,330.0,18.0,1.0,3.0,8.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Hawaiian Chicken Medium,240.0,117.55555555555556,9.0,3.5,0.0,20.0,480.0,29.0,2.0,2.0,12.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Hawaiian Chicken Large,350.0,117.55555555555556,15.0,5.0,0.0,30.0,690.0,38.0,2.0,3.0,17.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Meat Lover’s® Personal Pan,210.0,117.55555555555556,12.0,4.5,0.0,25.0,460.0,18.0,1.0,2.0,9.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Meat Lover’s® Medium,320.0,117.55555555555556,17.0,6.0,0.0,35.0,640.0,28.0,2.0,1.0,13.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Meat Lover’s® Large,470.0,117.55555555555556,27.0,10.0,0.0,50.0,940.0,37.0,2.0,2.0,19.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Personal Pan,150.0,117.55555555555556,7.0,2.5,0.0,15.0,310.0,17.0,1.0,2.0,6.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Medium,250.0,117.55555555555556,11.0,4.5,0.0,25.0,470.0,28.0,2.0,1.0,10.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Large,370.0,117.55555555555556,18.0,6.0,0.0,35.0,680.0,36.0,2.0,2.0,15.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180.0,117.55555555555556,9.0,3.5,0.0,20.0,370.0,17.0,1.0,2.0,8.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Lover’s® Medium,300.0,117.55555555555556,15.0,6.0,0.0,35.0,580.0,28.0,2.0,1.0,13.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Pepperoni Lover’s® Large,440.0,117.55555555555556,24.0,9.0,0.5,50.0,850.0,37.0,3.0,2.0,19.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Supreme Personal Pan,170.0,117.55555555555556,8.0,3.0,0.0,15.0,360.0,18.0,1.0,2.0,7.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Supreme Medium,270.0,117.55555555555556,13.0,5.0,0.0,25.0,500.0,29.0,2.0,2.0,11.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Supreme Large,390.0,117.55555555555556,20.0,7.0,0.0,40.0,740.0,37.0,2.0,2.0,16.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170.0,117.55555555555556,8.0,3.5,0.0,15.0,330.0,17.0,1.0,2.0,8.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270.0,117.55555555555556,13.0,5.0,0.0,25.0,470.0,27.0,2.0,1.0,12.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390.0,117.55555555555556,20.0,8.0,0.0,40.0,670.0,36.0,2.0,2.0,17.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Veggie Lover’s® Personal Pan,140.0,117.55555555555556,5.0,2.0,0.0,10.0,290.0,18.0,1.0,2.0,6.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Veggie Lover’s® Medium,230.0,117.55555555555556,9.0,3.5,0.0,15.0,420.0,29.0,2.0,2.0,9.0,310.27054794520546
Pizza Topi,Pan Pizza Slices Veggie Lover’s® Large,330.0,117.55555555555556,15.0,5.0,0.0,25.0,620.0,38.0,3.0,3.0,14.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Backyard BBQ Chicken Small,140.0,117.55555555555556,4.0,2.0,0.0,15.0,250.0,20.0,1.0,4.0,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Backyard BBQ Chicken Medium,220.0,117.55555555555556,7.0,3.0,0.0,20.0,390.0,31.0,2.0,6.0,10.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Backyard BBQ Chicken Large,300.0,117.55555555555556,10.0,4.5,0.0,30.0,530.0,40.0,2.0,7.0,14.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200.0,117.55555555555556,7.0,3.5,0.0,15.0,410.0,26.0,2.0,1.0,9.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Beyond Meat® Pepperoni Large,280.0,117.55555555555556,10.0,5.0,0.0,20.0,560.0,35.0,3.0,2.0,12.0,310.27054794520546
Pizza Topi,Hand Tossed Slices  Buffalo Chicken Small,130.0,117.55555555555556,3.5,1.5,0.0,10.0,380.0,19.0,1.4548872180451127,24.067978533094813,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices  Buffalo Chicken Medium,200.0,117.55555555555556,5.0,2.5,0.0,20.0,560.0,28.0,2.0,1.0,9.0,310.27054794520546
Pizza Topi,Hand Tossed Slices  Buffalo Chicken Large,270.0,117.55555555555556,8.0,4.0,0.0,30.0,740.0,37.0,2.0,2.0,13.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Cheese Small,130.0,117.55555555555556,4.5,2.0,0.0,10.0,250.0,17.0,1.0,24.067978533094813,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Cheese Medium,210.0,117.55555555555556,8.0,3.5,0.0,20.0,390.0,26.0,2.0,1.0,10.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Cheese Large,290.0,117.55555555555556,10.0,5.0,0.0,30.0,540.0,34.0,3.0,2.0,13.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Chicken Bacon Parmesan Small,150.0,117.55555555555556,6.0,2.5,0.0,15.0,270.0,16.0,1.0,24.067978533094813,7.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Chicken Bacon Parmesan Medium,230.0,117.55555555555556,9.0,4.0,0.0,25.0,410.0,25.0,2.0,1.0,11.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Chicken Bacon Parmesan Large,310.0,117.55555555555556,13.0,5.0,0.0,35.0,560.0,33.0,2.0,1.0,16.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Hawaiian Chicken Small,130.0,117.55555555555556,4.0,1.5,0.0,10.0,270.0,17.0,1.0,1.0,7.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Hawaiian Chicken Medium,210.0,117.55555555555556,6.0,3.0,0.0,20.0,420.0,27.0,2.0,2.0,10.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Hawaiian Chicken Large,280.0,117.55555555555556,9.0,4.0,0.0,30.0,580.0,36.0,3.0,3.0,15.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Meat Lover’s® Small,180.0,117.55555555555556,9.0,3.5,0.0,20.0,370.0,17.0,1.0,24.067978533094813,7.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Meat Lover’s® Medium,290.0,117.55555555555556,15.0,6.0,0.0,30.0,590.0,26.0,2.0,1.0,12.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Meat Lover’s® Large,390.0,117.55555555555556,21.0,8.0,0.0,45.0,830.0,34.0,3.0,2.0,17.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Small,130.0,117.55555555555556,5.0,2.0,0.0,10.0,260.0,16.0,1.0,24.067978533094813,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Medium,220.0,117.55555555555556,9.0,4.0,0.0,20.0,420.0,25.0,2.0,1.0,9.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Large,300.0,117.55555555555556,13.0,6.0,0.0,30.0,590.0,34.0,3.0,2.0,13.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Lover’s® Small,160.0,117.55555555555556,7.0,3.0,0.0,20.0,310.0,17.0,1.0,24.067978533094813,7.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Lover’s® Medium,270.0,117.55555555555556,13.0,6.0,0.0,35.0,530.0,26.0,2.0,1.0,12.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Pepperoni Lover’s® Large,370.0,117.55555555555556,18.0,8.0,0.0,50.0,740.0,35.0,3.0,2.0,17.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Supreme Small,150.0,117.55555555555556,6.0,2.5,0.0,15.0,280.0,17.0,1.0,1.0,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Supreme Medium,240.0,117.55555555555556,10.0,4.0,0.0,25.0,450.0,26.0,2.0,2.0,10.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Supreme Large,320.0,117.55555555555556,14.0,6.0,0.0,35.0,630.0,35.0,3.0,2.0,14.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150.0,117.55555555555556,6.0,2.5,0.0,15.0,250.0,16.0,1.0,24.067978533094813,6.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.0,117.55555555555556,10.0,4.5,0.0,25.0,390.0,25.0,2.0,1.0,11.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.0,117.55555555555556,13.0,6.0,0.0,35.0,540.0,33.0,2.0,1.0,15.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Veggie Lover’s® Small,120.0,117.55555555555556,4.0,1.5,0.0,10.0,230.0,17.0,1.0,1.0,5.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Veggie Lover’s® Medium,200.0,117.55555555555556,6.0,2.5,0.0,15.0,370.0,27.0,2.0,2.0,8.0,310.27054794520546
Pizza Topi,Hand Tossed Slices Veggie Lover’s® Large,260.0,117.55555555555556,9.0,4.0,0.0,20.0,510.0,36.0,3.0,3.0,11.0,310.27054794520546
