Perusahaan,Produk,Kalori,Kalori dari Lemak,Total Lemak,Lemak Jenuh (g),Lemak tak Jenuh (g),Kolestrol (mg),Sodium (mg),Karbohidrat (g),Serat (g),Gula (g),Protein (g),WW Poin
Berangin,"All-Natural Lemonade, Small",190.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,50.0,0.0,47.0,0.0,237.0
Berangin,"Apple Kiwi Fruit Tea, Large",330.0,117.55555555555556,0.0,0.0,0.0,0.0,60.0,83.0,0.0,80.0,0.0,410.0
Berangin,"Apple Kiwi Fruit Tea, Medium",300.0,117.55555555555556,0.0,0.0,0.0,0.0,50.0,76.0,0.0,73.0,0.0,373.0
Berangin,"Apple Kiwi Fruit Tea, Small",170.0,117.55555555555556,0.0,0.0,0.0,0.0,30.0,44.0,0.0,42.0,0.0,212.0
Berangin,"Barq’s Root Beer, Large",450.0,117.55555555555556,0.0,0.0,0.0,0.0,180.0,122.0,0.0,122.0,0.0,572.0
Berangin,"Barq’s Root Beer, Medium",360.0,117.55555555555556,0.0,0.0,0.0,0.0,150.0,98.0,0.0,98.0,0.0,458.0
Berangin,"Barq’s Root Beer, Small",220.0,117.55555555555556,0.0,0.0,0.0,0.0,90.0,61.0,0.0,61.0,0.0,281.0
Berangin,"Brewed Unsweetened Iced Tea, Large",5.0,117.55555555555556,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,5.0
Berangin,"Brewed Unsweetened Iced Tea, Medium",0.0,117.55555555555556,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Brewed Unsweetened Iced Tea, Small",0.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Caramel Iced Coffee, Medium",240.0,117.55555555555556,8.0,5.0,0.0,25.0,45.0,40.0,0.0,36.0,3.0,278.0
Berangin,"Caramel Iced Coffee, Small",160.0,117.55555555555556,6.0,3.5,0.0,20.0,30.0,26.0,0.0,24.0,2.0,186.0
Berangin,"Coca-Cola, Large",400.0,117.55555555555556,0.0,0.0,0.0,0.0,90.0,109.0,0.0,109.0,0.0,509.0
Berangin,"Coca-Cola, Medium",320.0,117.55555555555556,0.0,0.0,0.0,0.0,70.0,87.0,0.0,87.0,0.0,407.0
Berangin,"Coca-Cola, Small",200.0,117.55555555555556,0.0,0.0,0.0,0.0,45.0,54.0,0.0,54.0,0.0,254.0
Berangin,"Coca-Cola Zero Sugar, Large",0.0,117.55555555555556,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Coca-Cola Zero Sugar, Medium",0.0,117.55555555555556,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Coca-Cola Zero Sugar, Small",0.0,117.55555555555556,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Berangin,"Diet Coke, Large",0.0,117.55555555555556,0.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Diet Coke, Medium",0.0,117.55555555555556,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Diet Coke, Small",0.0,117.55555555555556,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Berangin,"Dr Pepper, Large",240.0,117.55555555555556,0.0,0.0,0.0,0.0,70.0,66.0,0.0,64.0,0.0,304.0
Berangin,"Dr Pepper, Medium",190.0,117.55555555555556,0.0,0.0,0.0,0.0,55.0,53.0,0.0,51.0,0.0,241.0
Berangin,"Dr Pepper, Small",120.0,117.55555555555556,0.0,0.0,0.0,0.0,35.0,33.0,0.0,32.0,0.0,152.0
Berangin,"Fanta Orange, Large",430.0,117.55555555555556,0.0,0.0,0.0,0.0,110.0,117.0,0.0,115.0,0.0,545.0
Berangin,"Fanta Orange, Medium",340.0,117.55555555555556,0.0,0.0,0.0,0.0,85.0,94.0,0.0,92.0,0.0,432.0
Berangin,"Fanta Orange, Small",210.0,117.55555555555556,0.0,0.0,0.0,0.0,55.0,59.0,0.0,58.0,0.0,268.0
Berangin,"Hi-C Flashin’ Fruit Punch, Large",420.0,117.55555555555556,0.0,0.0,0.0,0.0,140.0,115.0,0.0,113.0,0.0,533.0
Berangin,"Hi-C Flashin’ Fruit Punch, Medium",340.0,117.55555555555556,0.0,0.0,0.0,0.0,115.0,92.0,0.0,90.0,0.0,430.0
Berangin,"Hi-C Flashin’ Fruit Punch, Small",210.0,117.55555555555556,0.0,0.0,0.0,0.0,70.0,58.0,0.0,56.0,0.0,266.0
Berangin,"Honest Tropical Green Tea, Large",110.0,117.55555555555556,0.0,0.0,0.0,0.0,55.0,29.0,0.0,29.0,0.0,139.0
Berangin,"Honest Tropical Green Tea, Medium",90.0,117.55555555555556,0.0,0.0,0.0,0.0,40.0,22.0,0.0,22.0,0.0,112.0
Berangin,"Honest Tropical Green Tea, Small",60.0,117.55555555555556,0.0,0.0,0.0,0.0,25.0,14.0,0.0,14.0,0.0,74.0
Berangin,Hot Tea,0.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Berangin,"Limeade, Large",460.0,117.55555555555556,0.0,0.0,0.0,0.0,55.0,117.0,0.0,111.0,0.0,571.0
Berangin,"Limeade, Medium",380.0,117.55555555555556,0.0,0.0,0.0,0.0,45.0,98.0,0.0,93.0,0.0,473.0
Berangin,"Limeade, Small",230.0,117.55555555555556,0.0,0.0,0.0,0.0,30.0,59.0,0.0,56.0,0.0,286.0
Berangin,"Minute Maid Light Lemonade, Large",15.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,15.0
Berangin,"Minute Maid Light Lemonade, Medium",10.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0
Berangin,"Minute Maid Light Lemonade, Small",5.0,117.55555555555556,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0
Berangin,"Mocha Iced Coffee, Medium",210.0,117.55555555555556,8.0,5.0,0.0,25.0,40.0,32.0,0.0,28.0,3.0,240.0
Berangin,"Mocha Iced Coffee, Small",170.0,117.55555555555556,6.0,3.5,0.0,20.0,30.0,28.0,0.0,25.0,2.0,197.0
Berangin,"Pear Berry Fruit Tea, Large",320.0,117.55555555555556,0.0,0.0,0.0,0.0,60.0,82.0,0.0,76.0,0.0,396.0
Berangin,"Pear Berry Fruit Tea, Medium",300.0,117.55555555555556,0.0,0.0,0.0,0.0,50.0,76.0,0.0,70.0,0.0,370.0
Berangin,"Pear Berry Fruit Tea, Small",170.0,117.55555555555556,0.0,0.0,0.0,0.0,30.0,44.0,0.0,40.0,0.0,210.0
Berangin,"Skinny Vanilla Iced Coffee, Medium",100.0,117.55555555555556,8.0,5.0,0.0,25.0,45.0,14.0,0.0,0.0,3.0,102.0
Berangin,"Skinny Vanilla Iced Coffee, Small",70.0,117.55555555555556,5.0,3.5,0.0,15.0,30.0,6.0,0.0,0.0,2.0,72.0
Berangin,"Small Sprite, Small",200.0,117.55555555555556,0.0,0.0,0.0,0.0,90.0,53.0,0.0,53.0,0.0,253.0
Berangin,"Sprite, Large",390.0,117.55555555555556,0.0,0.0,0.0,0.0,180.0,105.0,0.0,105.0,0.0,495.0
Berangin,"Sprite, Medium",310.0,117.55555555555556,0.0,0.0,0.0,0.0,140.0,84.0,0.0,84.0,0.0,394.0
Berangin,"Strawberry Lemonade, Large",480.0,117.55555555555556,0.0,0.0,0.0,0.0,55.0,121.0,0.0,114.0,0.0,594.0
Berangin,"Strawberry Lemonade, Medium",380.0,117.55555555555556,0.0,0.0,0.0,0.0,45.0,98.0,0.0,92.0,0.0,472.0
Berangin,"Strawberry Lemonade, Small",230.0,117.55555555555556,0.0,0.0,0.0,0.0,30.0,58.0,0.0,54.0,0.0,284.0
Berangin,"Strawberry Sweet Tea, Large",270.0,117.55555555555556,0.0,0.0,0.0,0.0,15.0,69.0,0.0,67.0,0.0,337.0
Berangin,"Strawberry Sweet Tea, Medium",240.0,117.55555555555556,0.0,0.0,0.0,0.0,15.0,60.0,0.0,59.0,0.0,299.0
Berangin,"Strawberry Sweet Tea, Small",140.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,36.0,0.0,35.0,0.0,175.0
Berangin,"Strawberry Tea, Large",90.0,117.55555555555556,0.0,0.0,0.0,0.0,20.0,22.0,0.0,20.0,0.0,110.0
Berangin,"Strawberry Tea, Medium",60.0,117.55555555555556,0.0,0.0,0.0,0.0,15.0,16.0,0.0,14.0,0.0,74.0
Berangin,"Strawberry Tea, Small",45.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,11.0,0.0,10.0,0.0,55.0
Berangin,"Sweetened Iced Tea, Large",300.0,117.55555555555556,0.0,0.0,0.0,0.0,25.0,77.0,0.0,75.0,0.0,375.0
Berangin,"Sweetened Iced Tea, Medium",220.0,117.55555555555556,0.0,0.0,0.0,0.0,20.0,58.0,0.0,56.0,0.0,276.0
Berangin,"Sweetened Iced Tea, Small",160.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,41.0,0.0,40.0,0.0,200.0
Berangin,"Vanilla Iced Coffee, Medium",250.0,117.55555555555556,8.0,5.0,0.0,25.0,40.0,42.0,0.0,39.0,3.0,291.0
Berangin,"Vanilla Iced Coffee, Small",170.0,117.55555555555556,6.0,3.5,0.0,20.0,30.0,28.0,0.0,26.0,2.0,198.0
Berangin,"Classic Chocolate Frosty, Junior",200.0,117.55555555555556,5.0,3.0,0.0,20.0,90.0,33.0,0.0,27.0,6.0,224.0
Berangin,"Classic Chocolate Frosty, Large",590.0,117.55555555555556,15.0,10.0,0.5,60.0,260.0,99.0,0.0,81.0,17.0,664.0
Berangin,"Classic Chocolate Frosty, Medium",470.0,117.55555555555556,12.0,8.0,0.5,50.0,210.0,79.0,0.0,65.0,13.0,530.0
Berangin,"Classic Chocolate Frosty, Small",350.0,117.55555555555556,9.0,6.0,0.0,35.0,150.0,58.0,0.0,47.0,10.0,393.0
Berangin,"Vanilla Frosty, Junior",190.0,117.55555555555556,5.0,3.5,0.0,25.0,90.0,32.0,0.0,27.0,5.0,216.0
Berangin,"Vanilla Frosty, Large",570.0,117.55555555555556,15.0,10.0,0.5,70.0,260.0,94.0,0.0,78.0,15.0,643.0
Berangin,"Vanilla Frosty, Medium",450.0,117.55555555555556,12.0,8.0,0.5,55.0,210.0,75.0,0.0,63.0,12.0,509.0
Berangin,"Vanilla Frosty, Small",340.0,117.55555555555556,9.0,6.0,0.0,45.0,160.0,56.0,0.0,47.0,9.0,384.0
Berangin,Chocolate Chunk Cookie,310.0,117.55555555555556,16.0,8.0,0.0,20.0,210.0,40.0,2.0,24.0,3.0,339.0
Berangin,Double Chocolate Chunk Cookie,290.0,117.55555555555556,14.0,7.0,0.0,20.0,230.0,39.0,4.0,21.0,4.0,314.0
Berangin,Sugar Cookie,330.0,117.55555555555556,16.0,8.0,0.0,25.0,300.0,43.0,1.0,24.0,3.0,359.0
Berangin,Kids 2 Piece Chicken Tenders,200.0,117.55555555555556,10.0,1.5,0.0,45.0,620.0,13.0,0.0,0.0,15.0,187.0
Berangin,Kids 4 Piece Chicken Nuggets,170.0,117.55555555555556,11.0,2.0,0.0,35.0,340.0,10.0,0.0,0.0,9.0,163.0
Berangin,Kids Cheeseburger,280.0,117.55555555555556,13.0,6.0,0.5,50.0,540.0,25.0,1.0,5.0,15.0,276.0
Berangin,Kids Grilled Chicken Wrap,270.0,117.55555555555556,10.0,3.5,0.0,55.0,640.0,24.0,2.0,3.0,20.0,257.0
Berangin,Kids Hamburger,240.0,117.55555555555556,9.0,3.5,0.5,40.0,350.0,24.0,1.0,5.0,13.0,236.0
Berangin,Artisan Egg Sandwich with Bacon,320.0,117.55555555555556,17.0,8.0,0.0,245.0,750.0,25.0,1.0,4.0,18.0,314.0
Berangin,Artisan Egg Sandwich with Sausage,480.0,117.55555555555556,33.0,13.0,0.0,275.0,980.0,27.0,1.0,4.0,21.0,476.0
Berangin,Bacon Breakfast Bowl,510.0,117.55555555555556,28.0,9.0,0.0,245.0,1390.0,44.0,4.0,2.0,19.0,502.0
Berangin,Biggie Breakfast Sandwich,610.0,117.55555555555556,40.0,15.0,0.0,290.0,1400.0,37.0,2.0,7.0,27.0,605.0
Berangin,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,117.55555555555556,24.0,13.0,0.0,235.0,970.0,34.0,1.0,5.0,15.0,413.0
Berangin,Fresh Baked Biscuit with Natural Sausage,590.0,117.55555555555556,41.0,19.0,0.0,270.0,1270.0,36.0,1.0,6.0,20.0,595.0
Berangin,Gravy and Sausage Bowl,450.0,117.55555555555556,22.0,6.0,0.0,220.0,1260.0,50.0,4.0,2.0,12.0,446.0
Berangin,Honey Butter Chicken Biscuit,500.0,117.55555555555556,26.0,12.0,0.0,50.0,1120.0,48.0,1.0,9.0,19.0,502.0
Berangin,Sausage and Egg Burrito,360.0,117.55555555555556,20.0,8.0,0.0,210.0,920.0,29.0,1.0,2.0,17.0,353.0
Berangin,Sausage and Gravy Biscuit,490.0,117.55555555555556,29.0,14.0,0.0,20.0,1400.0,49.0,2.0,6.0,8.0,502.0
Berangin,Sausage Biscuit,480.0,117.55555555555556,33.0,15.0,0.0,50.0,1010.0,35.0,1.0,5.0,12.0,488.0
Berangin,Sausage Breakfast Bowl,640.0,117.55555555555556,42.0,14.0,0.0,270.0,1540.0,46.0,4.0,3.0,21.0,636.0
Berangin,"Seasoned Home-Style Potatoes, Large",360.0,117.55555555555556,13.0,2.5,0.0,0.0,1080.0,57.0,6.0,1.0,5.0,359.0
Berangin,"Seasoned Home-Style Potatoes, Medium",250.0,117.55555555555556,9.0,1.5,0.0,0.0,750.0,39.0,4.0,1.0,4.0,249.0
Berangin,"Seasoned Home-Style Potatoes, Small",230.0,117.55555555555556,8.0,1.5,0.0,0.0,680.0,35.0,4.0,0.0,3.0,229.0
Berangin,Two Sausage and Egg Burritos,720.0,117.55555555555556,41.0,16.0,0.0,420.0,1830.0,59.0,2.0,5.0,34.0,707.0
Berangin,Two Sausage Biscuits,960.0,117.55555555555556,65.0,31.0,0.0,95.0,2020.0,70.0,3.0,10.0,23.0,978.0
KrispyFiestaChicken,Limited Time Cinnabon Dessert  Biscuits,290.0,117.55555555555556,13.0,7.0,0.0,40.64789991063449,580.0,40.0,2.0,17.0,4.0,310.0
KrispyFiestaChicken,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,117.55555555555556,21.0,4.0,0.0,120.0,1190.0,11.0,2.0,0.0,39.0,355.0
KrispyFiestaChicken,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,117.55555555555556,8.0,1.5,0.0,55.0,430.0,4.0,1.0,0.0,12.0,119.5
KrispyFiestaChicken,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,117.55555555555556,19.0,4.5,0.0,100.0,910.0,8.0,1.0,0.0,19.0,265.5
KrispyFiestaChicken,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,117.55555555555556,8.0,2.0,0.0,55.0,380.0,3.0,0.0,0.0,10.0,122.0
KrispyFiestaChicken,Chicken Breast,770.0,117.55555555555556,60.0,10.0,0.0,105.0,1530.0,21.0,1.0,1.0,35.0,746.0
KrispyFiestaChicken,Chicken Drumstick,250.0,117.55555555555556,21.0,3.5,0.0,50.0,530.0,6.0,1.0,0.0,11.0,242.5
KrispyFiestaChicken,Chicken Thigh,500.0,117.55555555555556,40.0,7.0,0.0,100.0,970.0,11.0,1.0,1.0,22.0,486.0
KrispyFiestaChicken,Chicken Whole Wing,290.0,117.55555555555556,25.0,4.0,0.0,45.0,520.0,6.0,1.0,1.0,10.0,285.0
KrispyFiestaChicken,Breast,260.0,117.55555555555556,12.0,3.0,0.0,130.0,790.0,1.0,0.0,0.0,38.0,225.0
KrispyFiestaChicken,Drumstick,100.0,117.55555555555556,6.0,1.5,0.0,55.0,260.0,0.0,0.0,0.0,11.0,90.5
KrispyFiestaChicken,Thigh,180.0,117.55555555555556,12.0,3.5,0.0,90.0,470.0,0.0,0.0,0.0,17.0,166.5
KrispyFiestaChicken,Whole Wing,90.0,117.55555555555556,6.0,1.5,0.0,45.0,210.0,1.0,0.0,0.0,9.0,82.5
KrispyFiestaChicken,Breast,540.0,117.55555555555556,40.0,7.0,0.0,100.0,1390.0,14.0,2.0,1.0,31.0,517.0
KrispyFiestaChicken,Drumstick,190.0,117.55555555555556,14.0,2.5,0.0,40.0,510.0,6.0,1.0,0.0,9.0,183.5
KrispyFiestaChicken,Thigh,390.0,117.55555555555556,32.0,6.0,0.0,65.0,900.0,12.0,2.0,1.0,13.0,384.0
KrispyFiestaChicken,Whole Wing,180.0,117.55555555555556,15.0,2.5,0.0,35.0,450.0,5.0,1.0,0.0,8.0,174.5
KrispyFiestaChicken,EXTRA CRISPY  Chicken Breast,530.0,117.55555555555556,35.0,6.0,0.0,105.0,1150.0,18.0,0.0,0.0,35.0,501.0
KrispyFiestaChicken,EXTRA CRISPY  Chicken Drumstick,170.0,117.55555555555556,12.0,2.0,0.0,50.0,390.0,5.0,0.0,0.0,10.0,162.0
KrispyFiestaChicken,EXTRA CRISPY  Chicken Thigh,330.0,117.55555555555556,23.0,4.5,0.0,100.0,700.0,9.0,0.0,0.0,22.0,312.5
KrispyFiestaChicken,EXTRA CRISPY  Chicken Whole Wing,170.0,117.55555555555556,13.0,2.0,0.0,45.0,340.0,5.0,0.0,0.0,10.0,162.0
KrispyFiestaChicken,KENTUCKY GRILLED CHICKEN Breast,210.0,117.55555555555556,7.0,2.0,0.0,130.0,710.0,0.0,0.0,0.0,38.0,174.0
KrispyFiestaChicken,KENTUCKY GRILLED CHICKEN Drumstick,80.0,117.55555555555556,4.0,1.0,0.0,55.0,220.0,0.0,0.0,0.0,11.0,70.0
KrispyFiestaChicken,KENTUCKY GRILLED CHICKEN Thigh,150.0,117.55555555555556,9.0,3.0,0.0,90.0,420.0,0.0,0.0,0.0,17.0,136.0
KrispyFiestaChicken,KENTUCKY GRILLED CHICKEN Whole Wing,70.0,117.55555555555556,3.0,1.0,0.0,45.0,180.0,0.0,0.0,0.0,9.0,62.0
KrispyFiestaChicken,SPICY CRISPY CHICKEN Breast,350.0,117.55555555555556,20.0,3.5,0.0,100.0,1100.0,11.0,1.0,0.0,30.0,323.5
KrispyFiestaChicken,SPICY CRISPY CHICKEN Drumstick,130.0,117.55555555555556,8.0,1.5,0.0,40.0,420.0,5.0,1.0,0.0,9.0,122.5
KrispyFiestaChicken,SPICY CRISPY CHICKEN Thigh,270.0,117.55555555555556,20.0,3.5,0.0,65.0,720.0,10.0,1.0,0.0,13.0,260.5
KrispyFiestaChicken,SPICY CRISPY CHICKEN Whole Wing,120.0,117.55555555555556,8.0,1.5,0.0,35.0,350.0,5.0,0.0,0.0,7.0,114.5
KrispyFiestaChicken,EXTRA CRISPY  Tender (each),260.0,117.55555555555556,14.0,2.0,0.0,50.0,610.0,15.0,1.4548872180451127,0.0,19.0,243.0
KrispyFiestaChicken,EXTRA CRISPY  Tender (each),220.0,117.55555555555556,16.0,2.5,0.0,25.0,460.0,9.0,1.4548872180451127,0.0,10.0,212.5
KrispyFiestaChicken,KENTUCKY FRIED WINGS Buffalo,100.0,117.55555555555556,7.0,1.5,0.0,20.0,310.0,3.0,0.0,0.0,5.0,96.5
KrispyFiestaChicken,KENTUCKY FRIED WINGS Honey BBQ,100.0,117.55555555555556,6.0,1.0,0.0,20.0,210.0,8.0,0.0,4.0,5.0,100.0
KrispyFiestaChicken,KENTUCKY FRIED WINGS Nashville Hot,130.0,117.55555555555556,11.0,2.0,0.0,20.0,230.0,4.0,0.0,0.0,5.0,127.0
KrispyFiestaChicken,KENTUCKY FRIED WINGS Unsauced,80.0,117.55555555555556,6.0,1.0,0.0,20.0,150.0,3.0,0.0,0.0,5.0,76.0
KrispyFiestaChicken,POPCORN NUGGETS Kids,290.0,117.55555555555556,19.0,2.5,0.0,30.0,870.0,19.0,1.0,0.0,13.0,279.5
KrispyFiestaChicken,POPCORN NUGGETS Large,620.0,117.55555555555556,39.0,5.0,0.0,65.0,1820.0,39.0,2.0,0.0,27.0,598.0
KrispyFiestaChicken,BBQ Baked Beans,190.0,117.55555555555556,1.0,0.0,0.0,0.0,650.0,34.0,7.0,15.0,11.0,194.0
KrispyFiestaChicken,Biscuit,180.0,117.55555555555556,8.0,4.5,0.0,0.0,520.0,22.0,1.0,1.0,4.0,181.5
KrispyFiestaChicken,Coleslaw,170.0,117.55555555555556,12.0,2.0,0.0,40.64789991063449,180.0,14.0,4.0,10.0,1.0,181.0
KrispyFiestaChicken,Corn on the Cob,70.0,117.55555555555556,0.5,0.0,0.0,0.0,0.0,17.0,2.0,3.0,2.0,71.0
KrispyFiestaChicken,Green Beans,25.0,117.55555555555556,0.0,0.0,0.0,0.0,300.0,5.0,3.0,1.0,1.0,25.0
KrispyFiestaChicken,KFC® Cornbread Muffin,210.0,117.55555555555556,9.0,1.5,0.0,35.0,240.0,28.0,1.4548872180451127,11.0,3.0,219.5
KrispyFiestaChicken,Macaroni & Cheese,140.0,117.55555555555556,6.0,1.5,0.0,40.64789991063449,590.0,17.0,1.0,2.0,5.0,138.5
KrispyFiestaChicken,Macaroni Salad,140.0,117.55555555555556,8.0,1.0,0.0,15.0,290.0,14.0,0.0,9.0,1.0,149.0
KrispyFiestaChicken,Mashed Potatoes,110.0,117.55555555555556,3.5,0.5,0.0,0.0,330.0,17.0,1.0,0.0,2.0,108.5
KrispyFiestaChicken,Mashed Potatoes With Gravy,130.0,117.55555555555556,4.5,1.0,0.0,0.0,520.0,20.0,1.0,0.0,3.0,128.0
KrispyFiestaChicken,Potato Salad,340.0,117.55555555555556,28.0,4.5,0.0,25.0,290.0,19.0,2.0,3.0,2.0,345.5
KrispyFiestaChicken,Secret Recipe Fries,320.0,117.55555555555556,15.0,2.0,0.0,0.0,1100.0,41.0,3.0,0.0,5.0,317.0
KrispyFiestaChicken,Sweet Kernel Corn,70.0,117.55555555555556,0.5,0.0,0.0,0.0,0.0,16.0,2.0,2.0,2.0,70.0
KrispyFiestaChicken,BBQ Baked Beans (Family),830.0,117.55555555555556,5.0,1.0,0.0,0.0,2810.0,148.0,31.0,63.0,47.0,847.0
KrispyFiestaChicken,Coleslaw (Family),640.0,117.55555555555556,46.0,7.0,0.0,15.0,670.0,54.0,14.0,37.0,4.0,680.0
KrispyFiestaChicken,Corn on the Cob (Family),280.0,117.55555555555556,2.0,0.0,0.0,0.0,15.0,67.0,8.0,11.0,9.0,282.0
KrispyFiestaChicken,Green Beans (Family),80.0,117.55555555555556,0.0,0.0,0.0,0.0,930.0,15.0,9.0,3.0,4.0,79.0
KrispyFiestaChicken,Macaroni & Cheese (Family),540.0,117.55555555555556,23.0,6.0,0.0,10.0,2220.0,66.0,5.0,8.0,18.0,536.0
KrispyFiestaChicken,Macaroni Salad (Family),480.0,117.55555555555556,28.0,3.5,0.0,55.0,990.0,50.0,0.0,30.0,3.0,510.5
KrispyFiestaChicken,Mashed Potatoes (Family),460.0,117.55555555555556,15.0,3.0,0.0,0.0,1410.0,72.0,6.0,0.0,9.0,454.0
KrispyFiestaChicken,Mashed Potatoes With Gravy (Family),590.0,117.55555555555556,21.0,5.0,0.0,0.0,2590.0,88.0,6.0,1.0,12.0,584.0
KrispyFiestaChicken,Potato Salad (Family),1200.0,117.55555555555556,98.0,16.0,0.0,80.0,1010.0,65.0,8.0,12.0,8.0,1220.0
KrispyFiestaChicken,Secret Recipe Fries (Family),840.0,117.55555555555556,40.0,5.0,0.0,0.0,2890.0,108.0,9.0,0.0,13.0,832.0
KrispyFiestaChicken,Sweet Kernel Corn (Family),280.0,117.55555555555556,2.5,0.0,0.0,0.0,10.0,67.0,7.0,8.0,10.0,278.0
KrispyFiestaChicken,Chicken Littles,300.0,117.55555555555556,15.0,2.5,0.0,30.0,620.0,27.0,1.0,3.0,14.0,291.5
KrispyFiestaChicken,Chicken Littles – Buffalo,310.0,117.55555555555556,17.0,2.5,0.0,30.0,790.0,27.0,1.0,3.0,14.0,301.5
KrispyFiestaChicken,Chicken Littles – Honey BBQ,320.0,117.55555555555556,15.0,2.5,0.0,30.0,680.0,31.0,1.0,7.0,14.0,315.5
KrispyFiestaChicken,Chicken Littles – Nashville Hot,340.0,117.55555555555556,19.0,3.0,0.0,30.0,680.0,27.0,1.0,3.0,14.0,332.0
KrispyFiestaChicken,Classic Chicken Sandwich,650.0,117.55555555555556,35.0,4.5,0.0,90.0,1260.0,49.0,1.0,6.0,34.0,626.5
KrispyFiestaChicken,Crispy Colonel’s Sandwich,470.0,117.55555555555556,24.0,3.5,0.0,60.0,1170.0,39.0,1.4548872180451127,4.0,24.0,453.5
KrispyFiestaChicken,Crispy Colonel’s Sandwich – Buffalo,500.0,117.55555555555556,27.0,4.0,0.0,60.0,1500.0,39.0,1.4548872180451127,4.0,24.0,484.0
KrispyFiestaChicken,Crispy Colonel’s Sandwich – Honey BBQ,510.0,117.55555555555556,25.0,3.5,0.0,60.0,1290.0,48.0,1.4548872180451127,12.0,24.0,501.5
KrispyFiestaChicken,Crispy Colonel’s Sandwich – Nashville Hot,540.0,117.55555555555556,32.0,4.5,0.0,60.0,1290.0,40.0,1.4548872180451127,5.0,24.0,525.5
KrispyFiestaChicken,Crispy Twister®,630.0,117.55555555555556,34.0,7.0,0.0,70.0,1260.0,53.0,4.0,3.0,28.0,612.0
KrispyFiestaChicken,Honey BBQ Sandwich,350.0,117.55555555555556,3.5,0.5,0.0,55.0,1350.0,55.0,2.0,22.0,24.0,348.5
KrispyFiestaChicken,Spicy Chicken Sandwich,620.0,117.55555555555556,33.0,4.0,0.0,85.0,2140.0,49.0,1.0,6.0,34.0,596.0
KrispyFiestaChicken,Chicken Pot Pie,720.0,117.55555555555556,41.0,25.0,0.0,80.0,1750.0,60.0,7.0,5.0,26.0,724.0
KrispyFiestaChicken,KFC® Famous Bowl,740.0,117.55555555555556,35.0,6.0,0.0,45.0,2350.0,81.0,6.0,2.0,26.0,722.0
KrispyFiestaChicken,KFC® Famous Bowl – Snack Size,270.0,117.55555555555556,14.0,3.5,0.0,20.0,850.0,27.0,2.0,1.0,11.0,263.5
KrispyFiestaChicken,Caesar Side Salad,40.0,117.55555555555556,2.0,1.0,0.0,5.0,90.0,2.0,1.0,1.0,3.0,39.0
KrispyFiestaChicken,House Side Salad,15.0,117.55555555555556,0.0,0.0,0.0,0.0,10.0,3.0,2.0,2.0,1.0,16.0
KrispyFiestaChicken,Heinz Buttermilk Dressing,160.0,117.55555555555556,17.0,2.0,0.0,10.0,220.0,1.0,0.0,1.0,0.0,163.0
KrispyFiestaChicken,Hidden Valley The Original Ranch Fat Free Dressing,35.0,117.55555555555556,0.0,0.0,0.0,0.0,410.0,8.0,0.0,2.0,1.0,36.0
KrispyFiestaChicken,KFC® Creamy Parmesan Caesar Dressing,260.0,117.55555555555556,26.0,5.0,0.0,15.0,540.0,4.0,0.0,2.0,2.0,265.0
KrispyFiestaChicken,Marzetti Light Italian Dressing,15.0,117.55555555555556,0.5,0.0,0.0,0.0,510.0,2.0,0.0,1.0,0.0,16.0
KrispyFiestaChicken,Parmesan Garlic Croutons,60.0,117.55555555555556,3.0,0.0,0.0,0.0,135.0,8.0,1.4548872180451127,0.0,2.0,58.0
KrispyFiestaChicken,Apple Turnover,230.0,117.55555555555556,10.0,2.5,0.0,0.0,140.0,32.0,1.4548872180451127,12.0,2.0,242.5
KrispyFiestaChicken,Café Valley Chocolate Chip Cake (1 Slice),300.0,117.55555555555556,15.0,3.0,0.0,50.0,260.0,39.0,1.0,27.0,4.0,326.0
